Sex,Age,BodyweightKg,Best3SquatKg,Best3BenchKg,Best3DeadliftKg,TotalKg,Dots
M,46,81.85,225,175,260,660,449.1
M,46,92.25,195,125,275,595,380.05
M,46,151.05,315,225,270,810,434.77
M,46,143.1,205,167.5,230,602.5,328.18
M,46,109.9,310,190,322.5,822.5,487.31
M,46,81.5,215,122.5,245,582.5,397.34
M,46,104.3,300,205,307.5,812.5,491.34
M,45,103.4,205,132.5,235,572.5,347.44
M,45,65.55,125,117.5,157.5,400,315.01
M,45,138.15,260,182.5,277.5,720,396.06
M,45,73.7,247.5,167.5,260,675,489.76
M,45,104.55,240,147.5,220,607.5,367.02
M,45,82.6,240,180,287.5,707.5,478.93
M,45,81.65,257.5,132.5,272.5,662.5,451.43
M,44,81.35,232.5,142.5,260,635,433.61
M,44,92.35,247.5,167.5,270,685,437.31
M,44,144.2,342.5,182.5,305,830,451.14
M,44,110.3,215,115,230,560,331.33
M,44,81.3,237.5,155,270,662.5,452.55
M,44,58.8,137.5,120,220,477.5,409.84
M,43,82.6,230,145,280,655,443.39
M,43,119.45,272.5,175,242.5,690,396.88
M,43,103.55,192.5,102.5,227.5,522.5,316.91
M,43,65.45,165,115,217.5,497.5,392.24
M,43,65.7,185,115,222.5,522.5,410.78
M,43,102.75,280,207.5,325,812.5,494.38
M,43,92.6,287.5,165,328,780.5,497.63
M,42,108.15,305,180,277.5,762.5,454.53
M,42,118.6,175,122.5,215,512.5,295.49
M,42,156.2,265,200,252.5,717.5,381.71
M,42,73.65,262.5,130,260,652.5,473.64
M,42,92.7,272.5,185,245,702.5,447.66
M,42,131.25,277.5,180,300,757.5,422.94
M,42,100.95,220,180,250,650,398.46
M,42,91.55,172.5,105,230,507.5,325.37
M,41,104.85,282.5,172.5,257.5,712.5,429.95
M,41,101.3,252.5,162.5,277.5,692.5,423.89
M,41,82,245,177.5,282.5,705,479.22
M,41,103.2,217.5,162.5,275,655,397.83
M,41,79.95,265,170,292.5,727.5,501.83
M,41,117.95,282.5,182.5,267.5,732.5,423.13
M,41,91.05,215,160,270,645,414.65
M,40,144.3,352.5,225,265,842.5,457.85
M,40,91.75,272.5,175,295,742.5,475.53
M,40,72.15,180,97.5,215,492.5,362.4
M,40,92.1,237.5,140,255,632.5,404.33
M,40,102.35,257.5,175,295,727.5,443.38
M,56,63.25,140,70,190,400,323.69
M,60,103.75,200,120,250,570,345.44
M,46,88.25,180,180,205,565,369.01
M,42,73.2,180,122.5,210,512.5,373.52
M,40,82.4,270,187.5,290,747.5,506.7
F,70,44.4,60,37.5,102.5,200,273.57
F,70,61.4,92.5,52.5,130,275,300.48
F,70,93.45,57.5,52.5,140.5,250.5,219.72
F,70,64.65,85,42.5,125,252.5,267.37
F,70,66.8,113,52.5,145,310.5,322.5
F,70,68.35,117,66,146,329,337.23
F,70,45.8,75,62,131,268,358.06
F,69,66.55,121,65,152.5,338.5,352.35
F,67,61.45,90,47.5,132.5,270,294.87
F,67,96.55,102.5,50,122.5,275,237.97
F,67,71.65,105,60,122.5,287.5,287
F,67,61.7,85,50,137.5,272.5,296.85
F,67,61.35,97.5,52.5,130,280,306.1
F,66,50.65,75,60,115,250,310.4
F,66,46.75,82.5,52.5,126.5,261.5,344.07
F,65,94.1,142,75,175.5,392.5,343.27
F,65,74.55,80,50,135,265,258.93
F,65,68.2,110,75,125,310,318.15
F,64,96.1,97.5,55,112.5,265,229.75
F,64,65.75,85,42.5,110,237.5,248.98
F,64,64.55,112.5,62.5,152.5,327.5,347.1
F,64,82.65,82.5,50,120,252.5,234.15
F,64,82.8,127.5,60,140,327.5,303.43
F,63,71.7,90,45,115,250,249.47
F,63,83.95,125,77.5,152.5,355,326.75
F,63,55.95,125.5,57.5,142.5,325.5,377.52
F,63,68.45,100,60,135,295,302.12
F,62,50.7,85,50,117.5,252.5,313.28
F,62,60.75,110,55,122.5,287.5,316.23
F,62,54.7,87.5,45,122.5,255,300.24
F,61,56.8,97.5,55,127.5,280,321.53
F,61,60.15,120,70,152.5,342.5,379.08
F,61,61.75,110,60,145,315,342.98
F,61,55.55,107.5,57.5,140,305,355.43
F,61,56,90,42.5,130,262.5,304.27
F,61,62.45,120.5,67.5,150,338,365.48
F,61,82.1,127.5,62.5,150,340,316.31
F,61,97.7,127.5,90,165,382.5,329.42
F,61,66.1,123,62.5,167.5,353,368.91
F,60,73.2,122.5,76.5,130,329,324.62
F,60,66.85,105,72.5,177.5,355,368.56
F,60,60.6,72.5,40,95,207.5,228.59
F,60,70,115,62.5,152.5,330,333.71
F,60,46.15,105,45,115,265,352.04
F,60,103.1,141.5,93,177.5,412,347.52
F,59,56.35,105,67.5,160,332.5,383.82
F,58,73.8,112.5,67.5,137.5,317.5,311.9
F,58,61.9,127.5,57.5,135,320,347.9
F,58,74.65,157.5,77.5,198.5,433.5,423.27
F,58,51.8,102.5,60,115,277.5,339.15
F,57,121.05,150,77.5,150,377.5,302.16
F,57,61.75,135,77.5,167.5,380,413.75
F,57,67.45,110,52.5,135,297.5,307.27
F,57,62.3,92.5,62.5,117.5,272.5,295.09
F,56,56.25,143,72.5,142.5,358,413.74
F,55,67.5,135,77.5,130,342.5,353.59
F,55,56.8,127.5,72.5,140,340,390.43
F,55,51.45,105,60,145,310,380.67
F,55,63,125,85,147.5,357.5,384.5
F,55,51.75,100,57.5,120,277.5,339.38
F,55,73.85,125,62.5,137.5,325,319.16
F,54,50,70,45,110,225,281.93
F,54,172.35,175,125,192.5,492.5,379.6
F,54,75.75,127.5,60,145,332.5,322.16
F,54,101.45,180,122.5,230,532.5,451.9
F,54,100.9,162.5,87.5,185,435,369.92
F,54,68.4,145,87.5,155,387.5,397.02
F,54,73.25,120,72.5,172.5,365,360.01
F,54,55.45,85,52.5,120,257.5,300.44
F,54,53.4,102.5,50,120,272.5,326.12
F,53,74.65,125,85,145,355,346.62
F,53,83.05,137.5,90,185,412.5,381.63
F,53,82.15,157.5,82.5,195,435,404.57
F,53,62.1,115,65,175,355,385.19
F,53,55.75,125,82.5,181,388.5,451.66
F,53,82.8,170,80,172.5,422.5,391.45
F,52,51.8,25,65,45,135,164.99
F,52,115.2,165,115,212.5,492.5,399.96
F,52,76.1,125,70,147.5,342.5,331.05
F,51,87.9,165,70,175,410,369.4
F,51,46.9,75,37.5,105,217.5,285.5
F,51,75.3,157.5,110,195,462.5,449.52
F,51,62.25,120,65,130,315,341.28
F,51,75.05,147.5,80,177.5,405,394.32
F,51,67.85,173,82.5,196,451.5,464.74
F,51,68.35,117.5,82.5,187.5,387.5,397.19
F,51,56.55,105,60,147.5,312.5,359.9
F,51,74.75,150,77.5,182.5,410,400.04
F,51,67.55,105,70,157.5,332.5,343.12
F,50,82.15,160,92.5,175,427.5,397.59
F,50,61.85,137.5,82.5,147.5,367.5,399.74
F,50,85.9,145,77.5,160,382.5,348.28
F,50,73.65,115,82.5,167.5,365,358.96
F,50,56.25,117.5,67.5,150,335,387.16
F,50,74.15,115,67.5,192.5,375,367.46
F,49,56.8,102.5,70,150,322.5,370.34
F,49,51.9,140,62.5,165,367.5,448.55
F,49,90.7,155,100,162.5,417.5,370.94
F,48,56.05,117.5,62.5,175,355,411.24
F,48,56.45,127.5,65,127.5,320,368.96
F,48,67.3,142.5,95,187.5,425,439.52
F,48,60.4,107.5,82.5,162.5,352.5,389.13
F,48,56.95,110,60,160,330,378.3
F,48,55.95,125,82.5,160,367.5,426.23
F,47,82,175,102.5,182.5,460,428.2
F,47,77.55,180,107.5,192.5,480,459.44
F,47,75.35,132.5,90,162.5,385,374.06
F,47,81.55,145,77.5,170,392.5,366.35
F,47,123.4,215,135,205,555,441.95
F,47,68.2,117.5,57.5,150,325,333.54
F,47,46.35,110,70,142.5,322.5,427.05
F,47,67.4,130,85,157.5,372.5,384.9
F,46,73.8,147.5,85,185,417.5,410.14
F,46,56.35,125,75,137.5,337.5,389.6
F,46,51.3,90,55,140,285,350.69
F,46,75.35,152.5,77.5,180,410,398.35
F,46,74.95,177.5,110,237.5,525,511.52
F,46,62.45,115,55,130,300,324.39
F,46,61.9,115,65,165,345,375.08
F,45,65.85,140,77.5,170,387.5,405.87
F,45,71.65,125,85,155,365,364.37
F,45,62,130,85,157.5,372.5,404.58
F,45,83.6,132.5,80,165,377.5,348.15
F,45,46.65,87.5,50,110,247.5,326.17
F,45,68.55,157.5,85,187.5,430,440.02
F,45,67.35,122.5,65,160,347.5,359.22
F,44,56.75,115,57.5,145,317.5,364.81
F,44,74.25,165,95,187.5,447.5,438.19
F,44,66.85,142.5,80,167.5,390,404.9
F,44,83.95,150,97.5,182.5,430,395.78
F,43,82.05,147.5,85,177.5,410,381.54
F,43,83.45,172.5,72.5,187.5,432.5,399.21
F,43,56.6,120,65,155,340,391.34
F,43,87.9,132.5,85,160,377.5,340.12
F,43,75,182.5,95,200,477.5,465.07
F,43,51.7,110,72.5,142.5,325,397.74
F,43,80.9,150,102.5,195,447.5,419.33
F,42,74.2,155,82.5,182.5,420,411.41
F,42,82,165,85,215,465,432.85
F,42,68.65,135,82.5,155,372.5,380.86
F,42,54.7,112.5,72.5,155,340,400.33
F,42,97.9,162.5,70,167.5,400,344.21
F,42,83.55,180,92.5,182.5,455,419.74
F,42,61.7,137.5,82.5,187.5,407.5,443.92
F,42,62.6,150,97.5,197.5,445,480.47
F,42,68.65,162.5,80,197.5,440,449.87
F,42,82.5,167.5,87.5,177.5,432.5,401.42
F,41,46,87.5,40,110,237.5,316.28
F,41,99.65,197.5,112.5,222.5,532.5,455.03
F,41,69.05,135,60,162.5,357.5,364.32
F,41,105.8,185,102.5,200,487.5,407.33
F,41,44.25,100,55,120,275,377.13
F,41,148.8,212.5,127.5,165,505,389.39
F,40,49.9,100,47.5,147.5,295,370.17
F,40,55.45,140,70,155,365,425.86
F,40,61.9,125,77.5,150,352.5,383.23
F,40,66.35,188,102.5,162.5,453,472.37
F,40,74,140,85,167.5,392.5,385.02
F,40,74.7,180,100,185,465,453.86
F,66,62.05,117.5,57.5,155,330,358.24
F,64,74.65,135,65,162.5,362.5,353.94
F,57,81.2,165,90,190,445,416.23
F,52,62.15,105,52.5,185,342.5,371.44
F,51,88.35,130,50,150,330,296.64
F,50,62.75,146,75,175,396,426.94
F,45,82.4,175,85,182.5,442.5,410.94
F,44,62.6,150,75,170,395,426.48
F,41,56.5,132.5,90,157.5,380,437.89
F,40,100.85,212.5,107.5,197.5,517.5,440.16
F,22.5,65.05,107.5,70,120,297.5,313.86
F,22.5,67.85,107.5,60,137.5,305,313.94
F,23,83.35,220,120,200,540,498.73
F,22.5,102.05,205,102.5,187.5,495,419.13
F,23,56.45,127.5,67.5,135,330,380.49
F,22.5,51.55,125,70,167.5,362.5,444.54
F,23,46.9,100,60,140,300,393.79
F,22.5,56.8,137.5,85,100,322.5,370.34
F,22.5,52,110,70,150,330,402.24
F,22.5,62.35,167.5,102.5,225,495,535.77
F,22.5,62.45,132.5,85,145,362.5,391.97
F,22.5,56.4,142.5,85,187.5,415,478.78
F,23,62.15,132.5,75,185,392.5,425.66
F,22.5,51.45,120,65,140,325,399.09
F,22.5,51.5,137.5,77.5,165,380,466.31
F,23,82.9,180,122.5,217.5,520,481.5
F,23,68.7,150,82.5,172.5,405,413.92
F,22.5,51.75,132.5,70,150,352.5,431.11
F,22.5,56.7,157.5,107.5,180,445,511.6
F,22.5,75.05,155,72.5,190,417.5,406.49
F,22.5,62.85,193,133.5,227.5,554,596.7
F,22.5,66.6,185,110,207.5,502.5,522.83
F,23,59.05,162.5,100,165,427.5,478.73
F,22.5,56.95,147.5,92.5,180,420,481.47
F,22.5,75.6,172.5,112.5,212.5,497.5,482.53
F,22.5,68.05,167.5,112.5,210,490,503.52
F,22.5,119.55,217.5,92.5,190,500,401.61
F,22.5,56.4,155,100,182.5,437.5,504.74
F,22,68.95,185,97.5,200,482.5,492.11
F,22,75.3,167.5,80,170,417.5,405.78
F,22.5,46.7,135,75,160,370,487.21
F,22.5,51.7,117.5,70,142.5,330,403.86
F,22.5,73.55,165,82.5,165,412.5,405.97
F,22,66.7,200.5,112.5,215,528,548.89
F,22.5,72.55,187.5,95,202.5,485,480.86
F,23,51.7,147.5,72.5,147.5,367.5,449.75
F,21.5,83.2,130,67.5,155,352.5,325.84
F,21.5,51.05,90,40,125,255,314.85
F,22,68.05,172.5,95,182.5,450,462.41
F,21.5,41.5,100,52.5,117.5,270,389.25
F,22,68.45,162.5,92.5,205,460,471.11
F,22,61.75,157.5,85,165,407.5,443.69
F,21.5,54.5,150,75,155,380,448.53
F,22,56.9,157.5,72.5,172.5,402.5,461.67
F,22,78.2,175,95,180,450,428.9
F,21.5,106.55,225,122.5,210,557.5,464.65
F,21.5,67.95,170,90,195,455,467.95
F,22,61.95,152.5,85,177.5,415,450.96
F,21.5,83.8,185,115,200,500,460.6
F,21.5,68.95,197.5,110,225,532.5,543.1
F,21.5,74.95,152.5,82.5,190,425,414.09
F,21,41.5,87.5,65,110,262.5,378.44
F,22,47,122.5,75,160,357.5,468.53
F,21.5,60.85,157.5,110,170,437.5,480.72
F,21.5,67.4,152.5,85,165,402.5,415.89
F,21.5,62.3,172.5,97.5,225,495,536.03
F,21.5,79.75,197.5,95,222.5,515,486.02
F,21.5,83.8,172.5,110,207.5,490,451.39
F,21.5,80.6,192.5,120,205,517.5,485.81
F,21.5,62.2,147.5,80,165,392.5,425.45
F,21.5,46.5,110,52.5,145,307.5,406.21
F,21.5,104.2,195,105,187.5,487.5,409.59
F,21.5,61.1,195.5,97.5,200,493,540.32
F,21,80.75,200,110,180,490,459.57
F,20.5,83.85,142.5,92.5,160,395,363.77
F,21,68.7,195,110,215,520,531.45
F,20.5,78.1,132.5,90,170,392.5,374.34
F,21,74.15,175,100,200,475,465.45
F,20.5,62.35,162.5,105,187.5,455,492.47
F,21,62.15,160,87.5,185,432.5,469.04
F,20.5,51.65,140,95,150,385,471.49
F,20.5,75.15,190,92.5,230,512.5,498.64
F,20.5,68.6,127.5,80,162.5,370,378.46
F,20.5,56.65,157.5,115,175,447.5,514.77
F,21,42.7,82.5,60,107.5,250,352.43
F,19.5,59.85,100,55,122.5,277.5,308.11
F,19.5,75.3,165,105,197.5,467.5,454.38
F,19.5,75.5,205,120,210,535,519.26
F,19.5,70.05,157.5,87.5,160,405,409.39
F,19.5,68.8,122.5,70,150,342.5,349.75
F,20,56.5,132.5,55,157.5,345,397.56
F,19.5,46.2,120,65,160,345,457.95
F,18.5,56.5,100,62.5,125,287.5,331.3
F,18.5,46.65,117.5,75,145,337.5,444.77
F,18.5,74.45,162.5,82.5,165,410,400.89
F,18.5,49.7,115,70,150,335,421.56
F,18.5,51.65,152.5,90,145,387.5,474.55
F,18.5,56.85,152.5,77.5,165,395,453.33
F,18.5,83.55,162.5,85,190,437.5,403.6
F,18.5,116.65,227.5,125,238.5,591,478.13
F,17.5,59.15,115,95,142.5,352.5,394.31
F,18,51.1,110,65,140,315,388.67
F,18,75.1,182.5,97.5,190,470,457.45
F,18,46.55,112.5,65,140,317.5,419.08
F,18,62.15,130,52.5,145,327.5,355.17
F,17.5,56.3,130,67.5,145,342.5,395.6
F,18,65.75,140,102.5,177.5,420,440.3
F,17.5,61.8,125,72.5,135,332.5,361.85
F,18,56.15,150,82.5,181,413.5,478.45
F,18,59.1,135,90,140,365,408.52
F,17.5,56.85,112.5,57.5,137.5,307.5,352.91
F,18,74.6,157.5,87.5,185,430,420
F,17.5,68.4,170,87.5,180,437.5,448.25
F,17.5,50.2,95,65,130,290,362.34
F,17.5,62.35,132.5,82.5,160,375,405.88
F,17.5,56.6,115,77.5,145,337.5,388.46
F,17.5,72.75,170,85,185,440,435.6
F,17.5,68.05,152.5,67.5,160,380,390.48
F,17.5,51.85,77.5,45,120,242.5,296.18
F,17.5,75,142.5,92.5,150,385,374.98
F,17.5,65.5,115,70,127.5,312.5,328.34
F,17.5,47,97.5,55,122.5,275,360.41
F,17.5,67.5,120,72.5,142.5,335,345.85
F,17.5,61.85,135,60,157.5,352.5,383.43
F,17.5,67.9,177.5,110,192.5,480,493.87
F,18,46.9,100,47.5,122.5,270,354.41
F,17.5,68.5,150,87.5,150,387.5,396.69
F,17.5,56.35,127.5,60,145,332.5,383.82
F,17.5,62.15,157.5,75,167.5,400,433.8
F,17.5,61.75,137.5,87.5,167.5,392.5,427.36
F,17.5,66.85,145,92.5,190,427.5,443.83
F,17.5,50.7,122.5,67.5,132.5,322.5,400.13
F,17.5,51.45,115,70,152.5,337.5,414.44
F,17.5,107.85,180,105,197.5,482.5,400.43
F,17.5,65.4,102.5,77.5,145,325,341.78
F,17.5,55.05,85,47.5,97.5,230,269.65
F,18,62.9,125,90,130,345,371.41
F,17.5,56.35,87.5,40,105,232.5,268.39
F,17.5,51.9,122.5,65,155,342.5,418.03
F,18,51.65,135,77.5,142.5,355,434.75
F,17.5,68.65,110,65,135,310,316.96
F,18,42.4,82.5,47.5,115,245,347.29
F,17.5,121.15,187.5,85,200,472.5,378.11
F,17,62.7,157.5,103,177.5,438,472.45
F,17.5,51.35,80,42.5,107.5,230,282.82
F,17,56.4,125,77.5,142.5,345,398.02
F,17.5,41.9,65,47.5,100,212.5,304.04
F,17,51.85,122.5,70,137.5,330,403.05
F,17.5,61.75,92.5,42.5,132.5,267.5,291.26
F,16.5,75.2,150,75,180,405,393.91
F,16.5,50.7,122.5,75,150,347.5,431.15
F,17,110.2,160,87.5,152.5,400,329.52
F,17,67.9,137.5,72.5,172.5,382.5,393.55
F,16.5,42.95,70,40,87.5,197.5,277.15
F,17,67.65,110,80,150,340,350.56
F,17,63.55,120,82.5,147.5,350,374.45
F,16.5,45.9,105,52.5,122.5,280,373.48
F,17,83.55,115,80,120,315,290.59
F,17,56.6,130,82.5,157.5,370,425.87
F,16.5,46.9,105,55,130,290,380.66
F,16.5,74.35,147.5,82.5,160,390,381.61
F,16.5,79.85,140,67.5,172.5,380,358.39
F,16.5,51.45,130,87.5,152.5,370,454.35
F,17,62.2,142.5,103.5,165,411,445.51
F,16.5,68.65,157.5,87.5,162.5,407.5,416.65
F,16.5,61.8,157.5,90,170,417.5,454.35
F,16,61.85,135,75,137.5,347.5,377.99
F,16.5,80.65,162.5,77.5,192.5,432.5,405.89
F,16.5,45.95,77.5,55,107.5,240,319.87
F,16.5,82.3,160,82.5,203,445.5,413.97
F,16,56,110,77.5,127.5,315,365.12
F,22.5,135.05,207.5,105,182.5,495,386.29
F,23,57,165,110,172.5,447.5,512.7
F,22.5,61.3,145,85,172.5,402.5,440.24
F,23,56.8,165,102.5,185,452.5,519.62
F,22.5,55.35,115,60,120,295,344.6
F,22.5,51.75,145,85,167.5,397.5,486.14
F,23,75.5,175,85,185,445,431.91
F,23,68.5,152.5,97.5,170,420,429.96
F,22.5,56.9,147.5,87.5,165,400,458.81
F,23,62.8,165,92.5,185,442.5,476.84
F,22.5,74.25,167.5,115,185,467.5,457.77
F,22.5,67.95,165,122.5,205,492.5,506.51
F,22,46.65,150,97.5,186,433.5,571.28
F,22,68.15,175,95,187.5,457.5,469.72
F,22,106.35,197.5,120,207.5,525,437.85
F,21.5,73.55,130,65,160,355,349.38
F,22,62.45,182.5,92.5,210,485,524.43
F,22,74.6,177.5,97.5,222.5,497.5,485.93
F,21.5,96.3,192.5,107.5,207.5,507.5,439.63
F,21.5,51.7,135,65,170,370,452.81
F,21,46.1,112.5,70,135,317.5,422.13
F,21.5,41.4,110,62.5,132.5,305,440.55
F,21,84.65,147.5,92.5,177.5,417.5,382.77
F,21,67.85,155,90,177.5,422.5,434.89
F,20.5,83.6,192.5,120,205,517.5,477.26
F,20.5,119.55,232.5,115,177.5,525,421.69
F,20.5,81.4,140,85,170,395,369.01
F,20.5,75.15,190,87.5,177.5,455,442.69
F,20.5,61.65,137.5,77.5,155,370,403.27
F,19.5,68.5,160,102.5,177.5,440,450.44
F,19.5,68.3,167.5,92.5,172.5,432.5,443.5
F,20,100.2,167.5,95,207.5,470,400.76
F,19.5,83.1,190,97.5,182.5,470,434.7
F,19.5,46.65,137.5,67.5,140,345,454.66
F,20,42.5,120.5,77,150.5,348,492.38
F,20,51.9,110,72.5,147.5,330,402.78
F,19,67.95,155,95,177.5,427.5,439.66
F,19,75.15,175,97.5,207.5,480,467.02
F,18.5,56.4,127.5,77.5,147.5,352.5,406.67
F,18.5,42.5,92.5,45,95,232.5,328.96
F,17.5,74.05,185,102.5,205.5,493,483.43
F,17.5,50.75,95,45,115,255,316.16
F,17.5,75.3,150,87.5,142.5,380,369.33
F,17.5,82.45,142.5,72.5,172.5,387.5,359.76
F,17.5,68.75,120,72.5,150,342.5,349.9
F,18,67.95,152.5,70,165,387.5,398.53
F,17.5,50.4,110,67.5,137.5,315,392.47
F,18,68.85,127.5,77.5,162.5,367.5,375.13
F,18,56.45,117.5,70,160,347.5,400.67
F,17.5,77.2,100,37.5,135,272.5,261.44
F,18,62.4,145,90,162.5,397.5,430.02
F,17,56.5,140,82.5,175,397.5,458.05
F,17.5,83.15,198,107.5,195,500.5,462.78
F,17.5,72.25,140,77.5,147.5,365,362.71
F,17.5,74.9,135,82.5,175,392.5,382.56
F,17,56.1,125,70,137.5,332.5,384.95
F,17,74.6,155,85,165,405,395.58
F,17,42.5,92.5,35,105,232.5,328.96
F,16.5,75.4,152.5,82.5,160,395,383.64
F,17,112.25,212.5,112.5,215,540,442.16
F,16.5,72.9,155,82.5,175,412.5,407.92
F,16.5,67.55,160,100,175,435,448.9
F,16.5,46.25,100,45,115,260,344.84
F,16,61.55,157.5,70,170,397.5,433.68
F,17,68.75,155,92.5,165,412.5,421.41
F,17,46.3,102.5,52.5,130,285,377.7
F,16,46.2,92.5,52.5,107.5,252.5,335.17
F,16.5,62.95,140,75,167.5,382.5,411.58
M,23,73.65,262.5,172.5,285,720,522.64
M,22.5,82,250,135,302.5,687.5,467.32
M,23,119.5,307.5,195,335,837.5,481.65
M,22.5,155.8,390,242.5,411,1043.5,555.52
M,22.5,82.65,260,147.5,277.5,685,463.54
M,23,56.85,157.5,112.5,200,470,415.17
M,23,73.9,245,137.5,275,657.5,476.22
M,22.5,117.85,285,205,240,730,421.81
M,22.5,104.2,335.5,177.5,335,848,513.01
M,22.5,104.65,312.5,165,307.5,785,474.07
M,23,119.05,270,170,300,740,426.12
M,22.5,74,225,157.5,245,627.5,454.09
M,23,115.6,330,232.5,337.5,900,523.51
M,22.5,165.95,390,195,325,910,476.52
M,23,82.95,260,150,297.5,707.5,477.79
M,23,92.75,305,200,325,830,528.77
M,22.5,65.25,235,147.5,240,622.5,491.92
M,22.5,104.3,285,190,270,745,450.53
M,22.5,52.2,162.5,107.5,182.5,452.5,431.83
M,22.5,91.65,252.5,172.5,300,725,464.57
M,22.5,82.6,275,185,285,745,504.31
M,22.5,72.95,257.5,160,302.5,720,525.93
M,22.5,58.85,212.5,130,257.5,600,514.62
M,22.5,92.25,290,165,305,760,485.45
M,22,101.65,285,187.5,280,752.5,459.94
M,22.5,111,237.5,162.5,260,660,389.58
M,22.5,59,200,132.5,235,567.5,485.71
M,22.5,72.4,190,120,280,590,433.14
M,22,82.85,265,172.5,307.5,745,503.45
M,22.5,82.4,215,160,225,600,406.72
M,22,118.5,352.5,200,350,902.5,520.5
M,22,91.25,265,167.5,285,717.5,460.76
M,21.5,92.5,242.5,127.5,262.5,632.5,403.48
M,21.5,103.35,255,155,250,660,400.62
M,22,92.35,257.5,190,305,752.5,480.4
M,21.5,92.2,245,155,300,700,447.24
M,22,92,310,210,325,845,540.46
M,21.5,91.85,250,172.5,287.5,710,454.47
M,22,90.7,225,152.5,260,637.5,410.61
M,21.5,91.6,237.5,132.5,290,660,423.03
M,22,65.4,217.5,140,235,592.5,467.41
M,21.5,82.85,292.5,177.5,330,800,540.62
M,21.5,65.8,235,160,245,640,502.59
M,21.5,65.85,195,150,257.5,602.5,472.87
M,22,57.5,205,127.5,245,577.5,505.16
M,21.5,104.65,300,170,340,810,489.17
M,21.5,92.6,255,175,290,720,459.05
M,21.5,65.55,215,130,255,600,472.51
M,21.5,104.75,255,170,280,705,425.59
M,21.5,92.75,247.5,185,275,707.5,450.73
M,21.5,118.65,315,175,327.5,817.5,471.28
M,21.5,82.65,232.5,167.5,280,680,460.15
M,21.5,103.75,265,167.5,302.5,735,445.44
M,21.5,73.45,247.5,165,287.5,700,509.03
M,21.5,92.55,290,175,302.5,767.5,489.47
M,21.5,82.55,267.5,167.5,300,735,497.71
M,22,117.75,265,132.5,295,692.5,400.25
M,20.5,99.7,297.5,182.5,275,755,465.32
M,21,58.45,200,112.5,265,577.5,498.16
M,21,104.45,250,180,320,750,453.28
M,20.5,104.1,285,185,327.5,797.5,482.65
M,20.5,73.8,185,107.5,225,517.5,375.15
M,20.5,82.8,257.5,172.5,275,705,476.58
M,20.5,82.45,210,142.5,245,597.5,404.88
M,20.5,81.95,285,177.5,302.5,765,520.18
M,20.5,117.85,292.5,215,290,797.5,460.81
M,20.5,104.85,285,225,275,785,473.7
M,20.5,92.55,292.5,170,337.5,800,510.19
M,20.5,51.75,120,100,152.5,372.5,358.41
M,20.5,103.2,260,200,282.5,742.5,450.97
M,20,139.6,250,135,75,460,252.29
M,20.5,104.65,245,185,310,740,446.89
M,20.5,73.9,260,157.5,285,702.5,508.81
M,20.5,195.55,372.5,170,300,842.5,423.56
M,20,65.55,257.5,145,290,692.5,545.36
M,20.5,66,230,135,282.5,647.5,507.33
M,20,104.95,302.5,225,295,822.5,496.14
M,20,91.55,222.5,147.5,280,650,416.73
M,19.5,118.15,252.5,172.5,300,725,418.55
M,19.5,58.65,167.5,112.5,170,450,387.07
M,19.5,73.25,245,160,295,700,509.94
M,20,88,247.5,167.5,335,750,490.56
M,19.5,82.2,275,170,272.5,717.5,487.04
M,20,82.9,222.5,145,275,642.5,434.04
M,19.5,65.8,220,135,260,615,482.96
M,19.5,92.05,257.5,150,300,707.5,452.39
M,19.5,64.6,207.5,130,255,592.5,471.76
M,19.5,58.7,172.5,120,210,502.5,431.91
M,19,58.35,197.5,100,215,512.5,442.73
M,19,82.55,220,142.5,290,652.5,441.85
M,18.5,52.6,155,95,195,445,421.63
M,18.5,91.15,265,145,312.5,722.5,464.22
M,18.5,58.35,192.5,135,252.5,580,501.05
M,18.5,92.45,252.5,125,280,657.5,419.53
M,18.5,71.75,222.5,135,252.5,610,450.54
M,18,82.6,260,182.5,285,727.5,492.47
M,17.5,82.6,230,140,295,665,450.16
M,18,121.95,287.5,223,267.5,778,444.44
M,17.5,81.65,247.5,152.5,260,660,449.73
M,17.5,52.6,160,130,190,480,454.79
M,17.5,86.45,212.5,130,225,567.5,374.67
M,17.5,91.9,250,142.5,292.5,685,438.35
M,17.5,92.75,175,137.5,270,582.5,371.1
M,17.5,101.75,227.5,155,270,652.5,398.66
M,17.5,73.5,200,142.5,260,602.5,437.93
M,18,89.85,275,195,318,788,509.95
M,17.5,81.1,255,150,285,690,472.01
M,18,81.35,220,147.5,280,647.5,442.15
M,17.5,99.95,235,165,307.5,707.5,435.57
M,17.5,92.5,230,170,252.5,652.5,416.24
M,18,73.1,220,142.5,270,632.5,461.39
M,17.5,103.9,300,175,317.5,792.5,480
M,17.5,118.9,282.5,187.5,295,765,440.7
M,18,72.7,295.5,170.5,300,766,560.8
M,17.5,100.2,285,200,305,790,485.84
M,17.5,82.65,190,112.5,235,537.5,363.72
M,17.5,112.7,240,167.5,300,707.5,415.29
M,17.5,104.15,282.5,165,302.5,750,453.82
M,17.5,65.65,180,130,212.5,522.5,411.01
M,18,80.85,237.5,127.5,275,640,438.59
M,17.5,82.7,227.5,145,270,642.5,434.63
M,17.5,98.5,197.5,110,200,507.5,314.45
M,17.5,81.95,230,147.5,240,617.5,419.88
M,17.5,118.85,295,208.5,320,823.5,474.47
